lat,lng,name,color,note
-35.3631748,149.165069,Person1,red,actual
-35.3633794,149.1654061,Person2,red,actual
-35.3634607,149.1650938,Person3,red,actual
-35.3631265,149.1653252,Person4,red,actual
-35.3634764,149.1648519,Vehicle1,red,actual
-35.3636816,149.1652431,Vehicle2,red,actual
